order_amount,profit_ratio,shipping_delay,historical_sales,discount_rate,is_risk,is_delayed,future_sales
1903.9735882944444,-0.07040694981296627,6,2218.1746830135453,0.06691861846282705,1,1,2504.5057530849786
4756.035816729085,0.1793306631648507,2,228.99272079512912,0.26193265282926825,0,0,2079.8535732766
3673.3700119664554,0.4110620851134858,6,240.48148901809506,0.2368476895272157,1,1,1426.6455529618665
3013.359496775331,0.3125574204866928,7,8310.977106889273,0.22444824791630566,1,1,10450.019334773358
822.2922701900608,0.36459280350301476,9,7348.013807745263,0.1683767034224772,1,1,9341.070292942399
822.172875664203,0.2611483566975021,5,3614.9064588743868,0.07387324829118003,0,1,4917.084114511196
337.5138802325873,0.28459359516249666,9,7013.2804565529705,0.1270643747975689,1,1,8654.290084798993
4337.571921585929,0.39443695609572343,8,4012.538670468705,0.23807119636164048,1,1,4618.133953653451
3025.5193081288835,-0.02523239379856987,5,9533.678280378492,0.009533545307197333,1,1,11327.075074386259
3554.9592600904252,0.14259747455019828,8,9673.821546117744,0.23461523077912746,1,1,12661.165412309332
151.8932467642221,-0.04515339072627847,3,3988.6583805124997,0.07202122214626995,1,0,5151.109384418513
4851.053768201872,0.49136760559765286,7,8556.796872774594,0.04329276021648091,1,1,11114.06173505668
4170.591071962088,0.46084153778062925,3,7753.581512804915,0.034710395454090645,0,0,9504.611191585875
1101.078597857467,-0.17240123204204588,1,3168.999378000714,0.008175003585244534,1,0,3965.1429487399328
950.033587675148,0.2939026207609819,9,2397.194306120949,0.15707594556643587,1,1,4189.781382002027
957.8523237744974,0.447673822190966,8,4636.523038889055,0.06547796180811884,1,1,5896.389463625341
1555.9991026497116,-0.07359725841086653,4,7835.353522082622,0.29682952973388943,1,1,11954.832247813643
2647.5443365795772,0.19756166138684061,3,9605.66106881458,0.17233102676166173,0,0,11756.594269396302
2188.127842278473,0.4408418083116293,1,7659.432781779068,0.04136558080680312,0,0,8931.073385614975
1491.5842439803075,-0.17623781498994082,0,8566.549151681864,0.2066287622434096,1,0,11619.98199737069
3078.6718288757784,0.2881941870727879,6,6070.336631088114,0.2693230699529176,1,1,9258.176073539644
740.494610227607,0.008144305160785514,5,8370.537525337046,0.22355384861088431,0,1,11062.016775024564
1496.11601024933,0.44707733676357125,1,7865.766494233835,0.0229319583118343,0,0,9048.26899924507
1863.4911243037739,0.4797407716157574,7,3832.156865070173,0.26876525435779786,1,1,6822.909302485873
2307.5464218743277,0.4609865423794037,3,5564.703990995139,0.2381788157579894,0,0,7472.354420581959
3936.621008895417,0.1319499516602246,7,8067.055907697979,0.0474911700316843,1,1,10087.450164962485
1038.3852216838807,0.4034298556925194,6,555.961668480568,0.015535766619845058,1,1,1401.9087409497995
2595.4604701473772,0.3911845789745492,4,8099.9848953227165,0.16719317259429253,0,1,10335.145125648212
2982.45211586711,0.023370331270278905,9,1861.092428085332,0.04681074340199307,1,1,2156.3007120840066
279.92954296398875,0.38024083190547414,9,5195.367809502246,0.2503772857785816,1,1,7209.483929280771
3057.34701691212,-0.17409465569915517,7,8101.926851603783,0.10750039700150212,1,1,10710.589835219433
894.0944122520931,0.21738891493743712,8,2612.828673751279,0.2738677334209726,1,1,5034.806928207728
372.0053852771336,-0.0389938138986079,4,2533.493649130915,0.16970645164230172,1,1,3905.58733304967
